venue,paper_count,avg_citations
Skin Research and Technology,4,51.0
Small,1,50.0
Smart Materials and Structures,1,5.0
Social Choice and Welfare,1001,29.92107892107892
Social Evolution & History,1,5.0
Social Networks,556,80.30755395683454
Social Science Computer Review,1,117.0
Social Science Information,2,50.0
Social Studies of Science,1,0.0
Society,12,15.75
Society and Economy,1,0.0
Sociologia,1,13.0
Sociological Methods & Research,1,497.0
Soft Computing,87,30.011494252873565
Software - Concepts and Tools \/ Structured Programming,21,76.04761904761905
Software - Practice and Experience,2423,46.39867932315312
Software Engineering Journal,259,49.49420849420849
Software Focus,19,28.05263157894737
Software Process: Improvement and Practice,255,45.984313725490196
Software Quality Journal,440,37.34090909090909
"Software Testing, Verification & Reliability",300,61.14
Software and Systems Modeling,447,47.56152125279642
SoftwareX,1,0.0
Softwaretechnik-trends,22,262.6363636363636
Solar Energy,1,0.0
Solid State Communications,1,4.0
Solid State Ionics,1,0.0
Solid State Nuclear Magnetic Resonance,1,80.0
Solid-state Electronics,22,23.318181818181817
Source Code for Biology and Medicine,164,29.024390243902438
South African Computer Journal,137,16.416058394160583
Space,9,19.444444444444443
Space Communications,106,16.660377358490567
Spatial Cognition and Computation,209,29.885167464114833
Spatial Vision,1,25.0
Speech Communication,1730,56.160115606936415
Sprachwissenschaft,38,42.10526315789474
Spring,46,55.608695652173914
SpringerPlus,9,29.0
Ssrn Electronic Journal,14,20.714285714285715
Statistica Neerlandica,1,3.0
Statistica Sinica,1,50.0
Statistical Analysis and Data Mining,228,28.833333333333332
Statistical Inference for Stochastic Processes,1,0.0
Statistical Methodology,1,54.0
Statistical Methods and Applications,678,36.89380530973451
Statistical Papers,2,26.0
Statistical Science,10,36.0
Statistics & Probability Letters,8,37.625
Statistics Surveys,1,70.0
Statistics and Computing,970,66.53814432989691
Statistics and Its Interface,1,50.0
Statistics in Medicine,1,385.0
Stochastic Analysis and Applications,1,0.0
Stochastic Environmental Research and Risk Assessment,1,50.0
Stochastic Models,3,1.0
Stochastic Processes and their Applications,5,20.8
Stochastics An International Journal of Probability and Stochastic Processes,1,50.0
Stochastics and Dynamics,1,3.0
Stress,1,0.0
Strojniski Vestnik-journal of Mechanical Engineering,1,3.0
Structural Control & Health Monitoring,1,0.0
Structural and Multidisciplinary Optimization,2,25.0
Structure and Dynamics: eJournal of the Anthropological and Related Sciences,1,3.0
Studia Informatica Universalis,1375,5.754181818181818
Studia Logica,1155,25.63809523809524
Studies in Informatics and Control,1,10.0
"Studies in Logic, Grammar and Rhetoric",1,8.0
Supply Chain Management,1,95.0
"Sustainable Energy, Grids and Networks",2,50.0
Swarm Intelligence,124,52.08064516129032
Symmetry,348,12.580459770114942
Symmetry Integrability and Geometry-methods and Applications,6,10.833333333333334
Synthese,2295,24.560348583877996
Synthesis Lectures on Algorithms and Software in Engineering,11,23.0
Synthesis Lectures on Antennas,7,62.857142857142854
Synthesis Lectures on Artificial Intelligence and Machine Learning,22,147.22727272727272
Synthesis Lectures on Biomedical Engineering,25,19.2
Synthesis Lectures on Communication Networks,12,83.5
Synthesis Lectures on Communications,6,90.0
Synthesis Lectures on Computational Electromagnetics,15,44.53333333333333
Synthesis Lectures on Computer Architecture,18,109.88888888888889
Synthesis Lectures on Computer Graphics and Animation,9,55.0
Synthesis Lectures on Computer Science,5,65.0
Synthesis Lectures on Computer Vision,5,27.6
Synthesis Lectures on Controls and Mechatronics,1,8.0
Synthesis Lectures on Data Management,27,50.44444444444444
Synthesis Lectures on Data Mining and Knowledge Discovery,8,92.0
Synthesis Lectures on Digital Circuits and Systems,21,24.761904761904763
Synthesis Lectures on Distributed Computing Theory,8,53.5
Synthesis Lectures on Engineering,8,25.0
"Synthesis Lectures on Engineers, Technology and Society",17,45.05882352941177
Synthesis Lectures on Human Language Technologies,15,207.13333333333333
Synthesis Lectures on Human-centered Informatics,24,49.208333333333336
"Synthesis Lectures on Image, Video, and Multimedia Processing",17,106.17647058823529
"Synthesis Lectures on Information Concepts, Retrieval, and Services",21,67.28571428571429
"Synthesis Lectures on Information Security, Privacy, and Trust",9,33.333333333333336
Synthesis Lectures on Mathematics and Statistics,9,18.22222222222222
Synthesis Lectures on Mobile and Pervasive Computing,5,29.0
Synthesis Lectures on Power Electronics,5,185.6
Synthesis Lectures on Quantum Computing,1,0.0
Synthesis Lectures on Signal Processing,6,29.333333333333332
Synthesis Lectures on Solid State Materials and Devices,1,3.0
Synthesis Lectures on Speech and Audio Processing,5,45.8
Synthetic Metals,1,0.0
System,65,6.4
System Dynamics Review,1,39.0
Systematic Biology,4,50.0
Systems & Control Letters,1663,38.81960312687914
Systems Engineering,337,30.06528189910979
Systems Research,1,50.0
Systems Research and Behavioral Science,1,50.0
Systems Science & Control Engineering,3,16.666666666666668
Systems and Computers in Japan,2354,15.45284621920136
Systems and Synthetic Biology,2,1.5
Séminaire Lotharingien de Combinatoire,1,21.0
Taiwanese Journal of Mathematics,1,50.0
Technical Services Quarterly,1,50.0
Technique Et Science Informatiques,311,3.327974276527331
Techniques in Coloproctology,1,0.0
Technological Forecasting and Social Change,7,38.285714285714285
Technology Analysis & Strategic Management,760,30.017105263157895
Technometrics,702,117.97435897435898
Telecommunication Systems,1654,27.12696493349456
Telecommunications Policy,1,0.0
Telematics and Informatics,560,34.63392857142857
Telemedicine Journal and E-health,1,0.0
Teleoperators and Virtual Environments,261,69.10727969348659
Tellus A,1,66.0
The American Economic Review,18,29.166666666666668
The American Statistician,1,25.0
The Annals of Applied Statistics,14,44.857142857142854
The Artist and Journal of Home Culture,30,146.36666666666667
The Astrophysical Journal,11,15.909090909090908
The Bottom Line: Managing Library Finances,2,25.0
The British Journal for the Philosophy of Science,3,52.666666666666664
The Bulletin of Symbolic Logic,50,48.66
The Computer Journal,1154,40.32235701906413
The Computer Science Journal of Moldova,55,8.018181818181818
The Electrician,2,0.0
The Electricity Journal,1,0.0
The Electronic Library,824,27.37378640776699
The Ergonomics Open Journal,1,50.0
The FASEB Journal,1,59.0
The Forum,17,17.470588235294116
The Imaging Science Journal,1,0.0
The Information Society,572,63.24475524475525
The International Arab Journal of Information Technology,329,13.203647416413373
The International Journal of Advanced Manufacturing Technology,11,33.54545454545455
"The International Journal of Computers, Systems and Signal",15,21.133333333333333
The International Journal of Multimedia & Its Applications,24,9.291666666666666
The International Journal of Press/Politics,1,421.0
The International Journal of Robotics Research,1444,90.50623268698061
The Journal of Academic Librarianship,2,0.0
The Journal of Asian Studies,1,186.0
The Journal of China Universities of Posts and Telecommunications,3,32.333333333333336
"The Journal of Defense Modeling and Simulation: Applications, Methodology, Technology",1,50.0
The Journal of Experimental Biology,1,50.0
The Journal of Geometric Mechanics,1,50.0
The Journal of Logic and Algebraic Programming,409,27.39364303178484
The Journal of Neuroscience,1,2.0
The Journal of Nuclear Medicine,1,50.0
The Journal of Object Technology,326,28.303680981595093
The Journal of Pain,2,50.0
The Journal of Politics,1,50.0
The Journal of Risk Finance,1,3.0
The Journal of Supercomputing,2197,27.621756941283568
The Journal of The Institute of Image Information and Television Engineers,3,17.333333333333332
The Journal of The Society for Art and Science,2,25.0
The Journal of Urology,1,30.0
The Kips Transactions:partc,2,25.0
The Kips Transactions:partd,4,3.5
The Learning Organization,1,50.0
The Linguistic Review,1,50.0
The Mathematical Intelligencer,7,187.28571428571428
The New Review of Hypermedia and Multimedia,227,34.651982378854626
The Open Software Engineering Journal,1,50.0
The Philosophical Review,1,4051.0
The Physics Teacher,1,0.0
The Prague Bulletin of Mathematical Linguistics,69,17.797101449275363
The Professional Geographer,1,116.0
The Review of Socionetwork Strategies,54,15.203703703703704
The Scientific World Journal,6,11.833333333333334
The Visual Computer,1715,35.67580174927114
The Vldb Journal,2,1.5
Theoretical Biology and Medical Modelling,2,79.5
Theoretical Chemistry Accounts,2,25.0
Theoretical Computer Science,7800,40.71448717948718
Theoretical Informatics and Applications,480,24.83125
Theoretical and Computational Fluid Dynamics,1,12.0
Theoretical and Mathematical Physics,3,33.333333333333336
Theory and Applications of Categories,132,13.318181818181818
Theory and Decision,2,95.5
Theory and Practice of Logic Programming,431,35.42691415313225
Theory and Practice of Object Systems,42,108.5952380952381
Theory in Biosciences,321,29.517133956386292
Theory of Computing,63,38.142857142857146
Theory of Computing Systems \/ Mathematical Systems Theory,1130,40.7858407079646
Theory of Probability and Its Applications,1,50.0
Thermophysics and Aeromechanics,1,50.0
Tissue Antigens,1,609.0
Topics in Cognitive Science,349,39.6676217765043
Topoi-an International Review of Philosophy,1,50.0
Topologica,1,50.0
Topology and its Applications,4,48.0
Traitement Du Signal,50,2.82
Transactions in Gis,625,41.6224
Transactions of The Canadian Society for Mechanical Engineering,1,50.0
Transactions of The Japanese Society for Artificial Intelligence,12,33.333333333333336
Transactions of The Korean Society of Mechanical Engineers A,1,0.0
Transactions of The Society for Computer Simulation International,4,40.5
Transactions of the American Mathematical Society,8,47.0
Transactions of the Institute of Measurement and Control,1,0.0
Transactions on Computational Science,40,25.55
Transactions on Computational Systems Biology,63,40.53968253968254
Transactions on Data Hiding and Multimedia Security,19,38.89473684210526
Transactions on Machine Learning and Data Mining,6,9.0
Transactions on Rough Sets,99,25.68686868686869
"Transforming Government: People, Process and Policy",2,88.5
Transfusion,1,31.0
Transportation Research Part B-methodological,6,33.333333333333336
Transportation Research Part C-emerging Technologies,8,27.75
Transportation Research Part D-transport and Environment,1,105.0
Transportation Science,1008,84.31150793650794
Transportmetrica B-Transport Dynamics,1,3.0
Trends in Analytical Chemistry,1,0.0
Trends in Biotechnology,1,20.0
Trends in Cognitive Sciences,1,163.0
"Tribology - Materials, Surfaces & Interfaces",1,21.0
Tsinghua Science & Technology,4,18.75
Turkish Journal of Electrical Engineering and Computer Sciences,1,50.0
Ubiquity,208,116.65384615384616
Ultramicroscopy,1,35.0
Ultrasonics,2,28.0
Ultrasound in Medicine and Biology,1,50.0
Universal Access in The Information Society,500,36.99
Urological Research,1,19.0
User Modeling and User-adapted Interaction,292,113.32876712328768
Ussr Computational Mathematics and Mathematical Physics,1,1.0
Vadose Zone Journal,1,50.0
Vehicular Communications,57,19.105263157894736
Vietnam Journal of Computer Science,75,13.6
Vigiliae Christianae,1,23.0
Vine,22,16.454545454545453
Virtual Reality,391,34.87468030690537
Virtual and Physical Prototyping,1,9.0
Virulence,1,50.0
Vision Research,2,57.5
Visual Cognition,1,23.0
Visual Communication,4,25.0
Vitae-revista De La Facultad De Quimica Farmaceutica,110,22.645454545454545
Vlsi Design,236,25.940677966101696
Volume!,1,50.0
Wear,1,50.0
Web Intelligence and Agent Systems: An International Journal,215,27.804651162790698
Wiley Interdisciplinary Reviews-Data Mining and Knowledge Discovery,151,43.56953642384106
Wiley Interdisciplinary Reviews: Cognitive Science,1,0.0
Wiley Interdisciplinary Reviews: Computational Statistics,1,50.0
Wind Energy,1,0.0
Wireless Communications and Mobile Computing,694,35.985590778097986
Wireless Engineering and Technology,30,12.0
Wireless Networks,1731,51.25476603119584
Wireless Personal Communications,5353,18.7205305436204
Wireless Sensor Network,119,9.495798319327731
Wirtschaftsinformatik \/ Angewandte Informatik,641,16.614664586583462
Work Study,1,50.0
World Wide Web,289,20.77854671280277
World Wide Web Journal,1,14.0
Wuhan University Journal of Natural Sciences,1,1.0
Yale Law Journal,1,205.0
Yugoslav Journal of Operations Research,2,26.0
Zamm-zeitschrift Fur Angewandte Mathematik Und Mechanik,2,25.0
Zeitschrift Fur Bibliothekswesen Und Bibliographie,1,0.0
Zeitschrift Für Interaktive Und Kooperative Medien,7,2.2857142857142856
Zeitschrift Für Medienpsychologie,34,15.294117647058824
Zeitschrift für Angewandte Mathematik und Physik,1,14.0
acm conference on hypertext,849,39.54416961130742
acm conference on systems programming languages and applications software for humanity,170,19.805882352941175
"acm conference on systems, programming, languages and applications: software for humanity",1,50.0
acm ieee international conference on mobile computing and networking,675,243.97925925925927
acm ieee joint conference on digital libraries,237,31.628691983122362
acm multimedia,4070,42.347420147420145
acm sigmm conference on multimedia systems,126,39.65079365079365
acm sigplan symposium on principles and practice of parallel programming,690,61.368115942028986
acm special interest group on data communication,2464,165.85511363636363
acm symposium on applied computing,4956,26.557102502017756
acm symposium on parallel algorithms and architectures,758,46.06464379947229
acm/ieee international conference on mobile computing and networking,344,97.70348837209302
acm/ieee joint conference on digital libraries,1296,28.608024691358025
acs ieee international conference on computer systems and applications,328,26.26219512195122
acs/ieee international conference on computer systems and applications,884,19.787330316742082
active media technology,362,13.61049723756906
ad hoc mobile and wireless networks,170,22.96470588235294
ad hoc networks,1780,59.82247191011236
"ad-hoc, mobile and wireless networks",51,27.07843137254902
adaptive agents and multi agents systems,1528,29.634816753926703
adaptive agents and multi-agents systems,2924,36.481190150478795
adaptive hardware and systems,489,21.501022494887525
adaptive multimedia retrieval,107,30.962616822429908
advanced architectures and algorithms for internet delivery and applications,20,42.2
advanced concepts for intelligent vision systems,650,21.693846153846152
advanced data mining and applications,619,20.88368336025848
advanced industrial conference on telecommunications,260,27.876923076923077
advanced information management and service,17,30.294117647058822
advanced information networking and applications,4441,21.405764467462284
advanced parallel programming technologies,227,18.555066079295155
advanced robotics and its social impacts,172,9.122093023255815
advanced video and signal based surveillance,1019,26.932286555446517
advanced visual interfaces,869,33.65477560414269
advances in computer games,70,31.771428571428572
advances in computer-human interaction,140,22.585714285714285
advances in computing and communications,4819,13.855156671508611
advances in databases and information systems,572,24.8006993006993
advances in geographic information systems,1073,33.762348555452
advances in mobile multimedia,611,16.142389525368248
advances in modal logic,55,16.509090909090908
advances in model based software testing,27,39.407407407407405
advances in multimedia,1128,19.413120567375888
advances in new technologies interactive interfaces and communicability,24,23.75
"advances in new technologies, interactive interfaces, and communicability",6,19.833333333333332
advances in recent technologies in communication and computing,198,13.656565656565656
advances in social networks analysis and mining,1293,17.10672853828306
adversarial information retrieval on the web,39,80.28205128205128
affective computing and intelligent interaction,780,27.597435897435897
agent and multi agent systems technologies and applications,474,21.10759493670886
agent and multi-agent systems: technologies and applications,15,6.0
agent directed simulation,68,14.926470588235293
agent-directed simulation,111,17.936936936936938
agents and data mining interaction,65,20.892307692307693
algebraic biology,39,29.615384615384617
algebraic methodology and software technology,310,38.86129032258064
algorithm engineering and experimentation,202,36.78712871287129
algorithmic applications in management,212,28.245283018867923
algorithmic approaches for transportation modeling optimization and systems,28,32.42857142857143
"algorithmic approaches for transportation modeling, optimization, and systems",112,13.892857142857142
algorithmic aspects of wireless sensor networks,118,33.92372881355932
algorithmic game theory,175,28.285714285714285
algorithmic learning theory,496,31.695564516129032
ambient intelligence,2053,17.459327812956648
american control conference,1313,29.828636709824828
americas conference on information systems,249,12.718875502008032
analysis and modeling of faces and gestures,77,61.83116883116883
analytical and stochastic modeling techniques and applications,156,19.69871794871795
annual computer security applications conference,1218,43.89819376026273
annual simulation symposium,328,29.61280487804878
annual software engineering workshop,188,23.180851063829788
application specific systems architectures and processors,364,31.14835164835165
"application-specific systems, architectures, and processors",429,26.254079254079254
applications and theory of petri nets,436,43.23394495412844
applications of natural language to data bases,445,23.833707865168538
applied cryptography and network security,273,44.91575091575091
applied perception in graphics and visualization,208,29.23076923076923
applied reconfigurable computing,347,22.70028818443804
arXiv,43,19.6046511627907
arXiv: Accelerator Physics,2,1.0
arXiv: Adaptation and Self-Organizing Systems,63,28.07936507936508
arXiv: Algebraic Geometry,74,10.905405405405405
arXiv: Algebraic Topology,34,11.352941176470589
arXiv: Analysis of PDEs,20,12.65
arXiv: Applications,120,14.091666666666667
arXiv: Artificial Intelligence,2117,11.632971185640057
arXiv: Astrophysics,21,30.666666666666668
arXiv: Astrophysics of Galaxies,1,1.0
arXiv: Atmospheric and Oceanic Physics,5,5.8
arXiv: Atomic Physics,2,50.0
arXiv: Atomic and Molecular Clusters,1,0.0
arXiv: Biological Physics,9,23.666666666666668
arXiv: Biomolecules,16,7.125
arXiv: Category Theory,29,16.862068965517242
arXiv: Cell Behavior,2,25.0
arXiv: Cellular Automata and Lattice Gases,23,17.17391304347826
arXiv: Chaotic Dynamics,37,22.783783783783782
arXiv: Chemical Physics,7,7.857142857142857
arXiv: Classical Analysis and ODEs,14,15.071428571428571
arXiv: Classical Physics,3,17.333333333333332
arXiv: Combinatorics,791,11.830594184576485
arXiv: Commutative Algebra,27,6.555555555555555
arXiv: Complex Variables,3,8.666666666666666
arXiv: Computation,67,12.313432835820896
arXiv: Computation and Language,2188,30.484917733089578
arXiv: Computational Complexity,674,11.129080118694363
"arXiv: Computational Engineering, Finance, and Science",419,9.276849642004773
arXiv: Computational Finance,10,6.2
arXiv: Computational Geometry,564,7.973404255319149
arXiv: Computational Physics,58,10.672413793103448
arXiv: Computer Science and Game Theory,847,9.311688311688311
arXiv: Computer Vision and Pattern Recognition,3917,12.427367883584376
arXiv: Computers and Society,941,10.8788522848034
arXiv: Condensed Matter,2,26.5
arXiv: Cosmology and Nongalactic Astrophysics,3,43.0
arXiv: Cryptography and Security,1856,13.705818965517242
"arXiv: Data Analysis, Statistics and Probability",53,49.094339622641506
arXiv: Data Structures and Algorithms,1884,9.128980891719745
arXiv: Databases,846,11.238770685579196
arXiv: Differential Geometry,17,11.764705882352942
arXiv: Digital Libraries,444,22.704954954954953
arXiv: Discrete Mathematics,859,8.738067520372526
arXiv: Disordered Systems and Neural Networks,42,24.547619047619047
"arXiv: Distributed, Parallel, and Cluster Computing",1737,15.211283822682786
arXiv: Dynamical Systems,62,13.806451612903226
arXiv: Earth and Planetary Astrophysics,1,50.0
arXiv: Economics,8,0.625
arXiv: Emerging Technologies,200,10.59
arXiv: Exactly Solvable and Integrable Systems,2,50.0
arXiv: Fluid Dynamics,15,4.066666666666666
arXiv: Formal Languages and Automata Theory,360,8.827777777777778
arXiv: Functional Analysis,30,21.2
arXiv: General Finance,13,4.153846153846154
arXiv: General Literature,13,24.46153846153846
arXiv: General Mathematics,4,12.5
arXiv: General Physics,8,19.125
arXiv: General Relativity and Quantum Cosmology,6,19.333333333333332
arXiv: General Topology,9,3.3333333333333335
arXiv: Genomics,32,14.65625
arXiv: Geometric Topology,18,8.555555555555555
arXiv: Geophysics,12,13.666666666666666
arXiv: Graphics,182,12.565934065934066
arXiv: Group Theory,93,11.86021505376344
arXiv: Hardware Architecture,227,9.198237885462555
arXiv: High Energy Astrophysical Phenomena,1,50.0
arXiv: High Energy Physics - Experiment,6,17.333333333333332
arXiv: High Energy Physics - Lattice,17,12.882352941176471
arXiv: High Energy Physics - Phenomenology,3,16.666666666666668
arXiv: High Energy Physics - Theory,4,37.5
arXiv: History and Overview,18,9.277777777777779
arXiv: History and Philosophy of Physics,3,16.666666666666668
arXiv: Human-Computer Interaction,597,11.239530988274707
arXiv: Information Retrieval,745,12.162416107382551
arXiv: Information Theory,5604,13.501962883654533
arXiv: Instrumentation and Detectors,18,5.555555555555555
arXiv: Instrumentation and Methods for Astrophysics,123,10.21951219512195
arXiv: Learning,2544,17.20558176100629
arXiv: Logic,162,11.648148148148149
arXiv: Logic in Computer Science,1202,10.629783693843594
arXiv: Machine Learning,1256,13.303343949044587
arXiv: Materials Science,29,9.0
arXiv: Mathematical Finance,9,17.666666666666668
arXiv: Mathematical Physics,34,26.176470588235293
arXiv: Mathematical Software,178,11.162921348314606
arXiv: Medical Physics,22,12.772727272727273
arXiv: Mesoscale and Nanoscale Physics,6,17.333333333333332
arXiv: Methodology,116,16.767241379310345
arXiv: Metric Geometry,46,10.673913043478262
arXiv: Molecular Networks,33,10.606060606060606
arXiv: Multiagent Systems,249,15.493975903614459
arXiv: Multimedia,268,10.350746268656716
arXiv: Networking and Internet Architecture,2412,13.846185737976782
arXiv: Neural and Evolutionary Computing,683,26.610541727672036
arXiv: Neurons and Cognition,118,12.254237288135593
arXiv: Nuclear Theory,1,0.0
arXiv: Number Theory,110,18.354545454545455
arXiv: Numerical Analysis,505,11.586138613861387
arXiv: Operating Systems,91,13.692307692307692
arXiv: Operator Algebras,3,3.0
arXiv: Optics,21,14.380952380952381
arXiv: Optimization and Control,878,19.468109339407746
arXiv: Other Computer Science,527,12.641366223908918
arXiv: Other Condensed Matter,5,22.0
arXiv: Other Quantitative Biology,6,17.5
arXiv: Other Statistics,8,6.75
arXiv: Pattern Formation and Solitons,8,26.125
arXiv: Performance,160,12.25625
arXiv: Physics Education,20,8.8
arXiv: Physics and Society,523,11.95602294455067
arXiv: Plasma Physics,1,0.0
arXiv: Populations and Evolution,44,3.6363636363636362
arXiv: Portfolio Management,7,9.0
arXiv: Pricing of Securities,5,20.0
arXiv: Probability,188,16.69148936170213
arXiv: Programming Languages,642,10.29595015576324
arXiv: Quantitative Methods,96,13.6875
arXiv: Quantum Algebra,2,50.0
arXiv: Quantum Gases,1,1.0
arXiv: Quantum Physics,688,17.460755813953487
arXiv: Representation Theory,2,0.0
arXiv: Rings and Algebras,26,14.346153846153847
arXiv: Risk Management,9,12.777777777777779
arXiv: Robotics,817,9.796817625458996
arXiv: Social and Information Networks,1203,10.442227763923524
arXiv: Soft Condensed Matter,10,7.1
arXiv: Software Engineering,1318,12.528072837632777
arXiv: Solar and Stellar Astrophysics,3,0.6666666666666666
arXiv: Sound,245,7.685714285714286
arXiv: Space Physics,3,17.666666666666668
arXiv: Spectral Theory,12,45.083333333333336
arXiv: Statistical Finance,8,33.25
arXiv: Statistical Mechanics,45,15.644444444444444
arXiv: Statistics Theory,167,17.065868263473053
arXiv: Strongly Correlated Electrons,3,39.333333333333336
arXiv: Subcellular Processes,2,6.0
arXiv: Superconductivity,4,2.0
arXiv: Symbolic Computation,181,21.171270718232044
arXiv: Systems and Control,1191,8.276238455079765
arXiv: Tissues and Organs,4,12.5
arXiv: Trading and Market Microstructure,13,22.0
architectural support for programming languages and operating systems,676,121.18786982248521
architectures for networking and communications systems,351,26.732193732193732
articulated motion and deformable objects,190,24.910526315789475
artificial general intelligence,238,21.050420168067227
artificial intelligence and computational intelligence,482,13.03941908713693
artificial intelligence and interactive digital entertainment conference,90,24.877777777777776
artificial intelligence and symbolic computation,242,24.264462809917354
artificial intelligence and the simulation of behaviour,35,42.74285714285714
artificial intelligence applications and innovations,247,17.149797570850204
artificial intelligence in education,883,33.91053227633069
artificial intelligence in medicine in europe,373,27.745308310991955
artificial intelligence methodology systems applications,262,23.091603053435115
"artificial intelligence: methodology, systems, applications",70,14.642857142857142
artificial neural networks in pattern recognition,132,26.439393939393938
arts and technology,41,17.317073170731707
asia and south pacific design automation conference,2895,27.466666666666665
asia information retrieval symposium,407,20.911547911547913
asia pacific bioinformatics conference,68,37.64705882352941
asia pacific computer and human interaction,96,34.166666666666664
asia pacific conference on circuits and systems,1949,16.095946639302205
asia pacific conference on conceptual modelling,49,32.36734693877551
asia pacific network operations and management symposium,525,11.241904761904761
asia pacific services computing conference,21,1.2380952380952381
asia pacific software engineering conference,205,34.90731707317073
asia pacific web conference,286,26.524475524475523
asia-pacific bioinformatics conference,47,31.595744680851062
asia-pacific computer and human interaction,173,16.98843930635838
asia-pacific conference on conceptual modelling,51,36.627450980392155
asia-pacific conference on wearable computing systems,63,12.761904761904763
asia-pacific network operations and management symposium,194,15.778350515463918
asia-pacific services computing conference,715,18.488111888111888
asia-pacific software engineering conference,1210,21.711570247933885
asia-pacific web conference,626,21.012779552715656
asian conference on computer vision,1218,29.835796387520524
asian conference on intelligent information and database systems,647,18.510046367851622
asian conference on machine learning,127,15.21259842519685
asian internet engineering conference,180,18.383333333333333
asian semantic web conference,133,32.766917293233085
asian simulation conference,105,19.276190476190475
asian symposium on programming languages and systems,258,31.9031007751938
asian test symposium,1237,21.18916734033953
aspect oriented software development,83,38.65060240963855
aspect-oriented software development,283,61.99293286219081
atlantic web intelligence conference,167,27.748502994011975
australasian computer human interaction conference,1,50.0
australasian computer-human interaction conference,893,22.159014557670773
australasian conference on information security and privacy,537,31.450651769087525
australasian data mining conference,164,22.74390243902439
australasian database conference,266,33.80075187969925
australasian document computing symposium,81,16.48148148148148
australasian user interface conference,202,30.89108910891089
australian conference on artificial life,61,22.688524590163933
australian information security management conference,6,13.0
australian joint conference on artificial intelligence,1019,27.078508341511284
australian software engineering conference,425,32.69647058823529
automated software engineering,1866,41.69721329046088
automated technology for verification and analysis,358,27.022346368715084
automation of software test,178,31.02247191011236
"automation, robotics and control systems",306,23.41830065359477
autonomic and trusted computing,446,16.90134529147982
autonomic computing and communication systems,59,28.54237288135593
autonomous and intelligent systems,153,25.941176470588236
autonomous infrastructure management and security,173,18.653179190751445
"autonomous infrastructure, management and security",32,18.65625
autonomous minirobots for research and edutainment,10,38.1
balkan conference in informatics,159,15.38993710691824
bangalore annual compute conference,202,17.396039603960396
belgium netherlands conference on artificial intelligence,3,17.0
belgium-netherlands conference on artificial intelligence,6,25.333333333333332
"biocomputation, bioinformatics, and biomedical technologies",30,15.766666666666667
bioinformatics and bioengineering,1430,18.26923076923077
bioinformatics and biomedicine,2157,10.595271210013909
bioinformatics research and development,50,22.36
bioinspired models of network information and computing systems,9,10.0
"bioinspired models of network, information, and computing systems",141,21.78014184397163
biologically inspired cognitive architectures,55,20.745454545454546
biomedical engineering,1,50.0
biomedical engineering and informatics,2183,8.883646358222629
biomedical engineering systems and technologies,32,25.875
biometrics and electronic signatures,37,14.567567567567568
brazilian symposium on artificial intelligence,308,31.467532467532468
brazilian symposium on bioinformatics,133,21.639097744360903
brazilian symposium on databases,47,9.574468085106384
brazilian symposium on formal methods,14,16.642857142857142
brazilian symposium on geoinformatics,48,12.229166666666666
brazilian symposium on multimedia and the web,388,11.224226804123711
brazilian symposium on neural networks,273,23.44322344322344
british machine vision conference,1388,44.79899135446686
british national conference on databases,321,25.29595015576324
broadband and wireless computing communication and applications,102,1.0686274509803921
"broadband and wireless computing, communication and applications",515,14.054368932038836
broadband communications networks and systems,1,1.0
"broadband communications, networks and systems",544,29.488970588235293
business information systems,737,20.28493894165536
business intelligence for the real time enterprises,12,25.0
business intelligence for the real-time enterprises,13,16.53846153846154
business modeling and software design,10,6.1
business process and services computing,2,7.0
business process management,738,45.08807588075881
canadian conference on artificial intelligence,692,25.07514450867052
canadian conference on computational geometry,423,12.132387706855791
canadian conference on computer and robot vision,715,24.804195804195803
canadian conference on electrical and computer engineering,2179,15.932078935291418
cellular automata for research and industry,406,24.002463054187192
challenges of large applications in distributed environments,68,33.220588235294116
cluster computing and the grid,1204,42.04318936877076
cognitive radio and advanced spectrum management,68,25.558823529411764
collaboration technologies and systems,792,19.119949494949495
collaborative agents   research and development,1,3.0
collaborative computing,638,24.08934169278997
cologne twente workshop on graphs and combinatorial optimization,129,21.26356589147287
color imaging conference,492,14.632113821138212
combinatorial pattern matching,455,37.17362637362638
communicating process architectures,82,19.975609756097562
communication system software and middleware,308,26.61038961038961
communication systems and networks,1252,16.33226837060703
communications and mobile computing,958,32.46764091858038
communications and networking symposium,353,12.30028328611898
compiler construction,998,43.26152304609219
compilers architecture and synthesis for embedded systems,33,27.636363636363637
"compilers, architecture, and synthesis for embedded systems",441,39.53061224489796
component based software engineering,322,32.42857142857143
component-based software engineering,44,35.47727272727273
computational aspects of social networks,265,12.777358490566037
computational color imaging workshop,78,16.705128205128204
computational intelligence,1402,36.01783166904422
computational intelligence and data mining,310,27.806451612903224
computational intelligence and games,642,27.42834890965732
computational intelligence and security,2570,14.310505836575876
computational intelligence communication systems and networks,23,16.08695652173913
"computational intelligence for modelling, control and automation",693,22.705627705627705
computational intelligence in bioinformatics and computational biology,565,19.447787610619468
computational intelligence in robotics and automation,702,26.62108262108262
computational intelligence methods for bioinformatics and biostatistics,51,20.333333333333332
computational learning theory,750,73.17866666666667
computational linguistics in the netherlands,30,42.1
computational methods in systems biology,244,38.709016393442624
computational models of argument,123,34.00813008130081
computational science and engineering,1787,18.471740346950195
computational sciences and optimization,678,9.676991150442477
computational systems bioinformatics,439,29.785876993166287
