cluster_id,topic,title,abstract,venue,year
2,Machine Learning & Modeling,using scan-dump values to improve functional-diagnosis methodology,"in this paper, we identify two main bottlenecks in the functional diagnosis flow and propose new ways to overcome these. our approach completely eliminates the ""primary input (pi) pattern generation and simulation"" step and instead employs scan-dump values extracted from the tester. we utilize backward and forward logic implications of the scan-dump values to reconstruct more logic values for the circuit signals. furthermore, we employ the reset state for the non-scan latches of the design to increase the number of specified signals in the overall circuit. experimental results on stuck-at faults on industrial designs show that, in most cases, these reconstructed values are sufficient to correctly diagnose a fault, thereby avoiding hours of conventional functional diagnosis runtimes.",vlsi test symposium,2007
1,Data Mining & Databases,arma model order/data length tradeoff for specified frequency resolution,"a relation between model order and length of data set for resolution capabilities of autoregressive moving average (arma) time series models is presented. one representative block arma technique and an unnormalized arma lattice technique are considered. the results are based on an example of two sinusoids in white noise, closely spaced with different snr levels. resolution is defined as a 1 to 3 db dip in the arma psd between the location of the two sinusoids. a significant inverse relationship between model order and data set length, up to about 300 data points, for both the techniques is demonstrated. above 300 data points, there is a very gradual decrease in model order required. also, for a given number of data points, the block technique requires a significantly lower model order than the recursive technique.","international conference on acoustics, speech, and signal processing",1984
7,Software Engineering & Web Systems,notationality and the information processing mind,"cognitive science uses the notion of computational information processing to explain cognitive information processing. some philosophers have argued that anything can be described as doing computational information processing; if so, it is a vacuous notion for explanatory purposes.",Minds and Machines,1991
7,Software Engineering & Web Systems,using spreadsheet software to support metric's life cycle activities,"the application of the spreadsheet software in the field of software measurement technology is disccussed. a model of metric's life cycle is defined and used together with the spreadsheet software to develop a new class of complexity metrics, called hybrid metrics. theirs evaluation has shown that they are supperior to most other complexity metrics in estimating development times and allocating testing resources. finally, the spreadsheet and conventional programming are compared, and it is not unreasonable to state that spreadsheet better supports activities performd during metric's life cycle then conventional programming.",Sigplan Notices,1989
5,Education & Learning Analytics,a comparison of hybrid incremental reuse strategies for reinforcement learning in genetic programming,"easy missions is an approach to machine learning that seeks to synthesize solutions for complex tasks from those for simpler ones. isles (incrementally staged learning from easier subtasks) [1] is a genetic programming (gp) technique that achieves this by using identified goals and fitness functions for subproblems of the overall problem. solutions evolved for these subproblems are then reused to speed up learning, either as automatically defined functions (adf) or by seeding a new gp population. previous positive results using both approaches for learning in multi-agent systems (mas) showed that incremental reuse using easy missions achieves comparable or better overall fitness than single-layered gp. a key unresolved issue dealt with hybrid reuse using adf with easy missions. results in the keep-away soccer (kas) [2] domain (a test bed for mas learning) were also inconclusive on whether compactness-inducing reuse helped or hurt overall agent performance. in this paper, we compare reuse using single-layered (with and without adf) gp and easy missions gps to two new types of gp learning systems with incremental reuse. in our research we performed six experiments. the first experiment used standard, conventional gp without any enhancement. we will refer to this as single-layered gp. the second used using standard gp enhanced with adf. we will refer to this as single-layered adf. the rest of the experiments used double-layered (two stages of evolution). the third used isles with standard gp in the first and second stage. we will refer to this as isles - sgp/sgp. the fourth used isles with standard gp in the first stage and adf in the second stage. we will refer to this as isles - sgp/adf. the fifth used isles with adf in the first stage and standard gp in the second stage. we will refer to this as isles - adf/sgp. the sixth and final experiment used isles with adf in the first and second stage. we will refer to this as isles - adf/adf. each experiment was done using ecj [3] and a kas simulator created by s. gustafson [1]. for both single-layered experiments, the target concept was to minimize the number of turn overs. for all of the experiments with isles, the first stage goal was to maximize the number of successful passes between two teammates in the absence of takers. the second stage goal was to minimize the number of turnovers from keepers (3 keepers) to takers (1 taker). we took the average of ten runs for each experiment. the population size for all the experiments was 4000. for the single-layered experiments, we stopped at",genetic and evolutionary computation conference,2004
6,Signal Processing & Communications,load balancing by dynamic base station relay station associations in cellular networks,"in this paper, we propose a relay-assisted load balancing scheme in cellular networks. the relay stations can be dynamically associated with different base stations. the load transferring from over-loaded cells to neighboring under-loaded cells is realized by dynamically changing the base station-relay station associations. a distributed algorithm, in which each relay station only needs to exchange information with its neighboring base stations and makes a re-association decision by itself, is proposed. simulation results show that the overall call blocking probability can be reduced significantly when our distributed algorithm is applied.",IEEE Wireless Communications Letters,2013
7,Software Engineering & Web Systems,building lite-weight ead repositories,"university archives and museums traditional haven't been viewed as a bastion for innovative technology development, but for a number of years now, it has been university archives and museums that have made the most significant moves towards adopting and utilizing xml-based metadata schemas for bibliographic description. unlike the general library profession, which has been able to rely on marc throughout the years as its primary vehicle for bibliographic description, museums and archives have traditionally had no formal metadata structure to create portable metadata records. it is likely that for this reason that museums and archives were quick to embrace ead (encoded archival description) as the defacto method for creating portable finding aids. however, while ead has provided a vehicle for portability, institutions have found that actually using these finding aids within a database or for display can be quite daunting. often times, individual institutions creating finding aids have no idea how to make use of them within their institution's current infrastructure - often relying on larger organizations like the california digital library or the northwest digital archive (nwda) to provide a vehicle for distributing their materials. and while the consortia method of distribution offers a number of benefits, it does come at a cost of individual institutional identity.oregon state university currently is one of the participating libraries in the nwda. this has been a tremendous relationship in terms of creating a resource that provides exposure to a wide number of collections at osu in relation to other archive collections at other participating nwda libraries. however, the cost has been a loss of identity in regards to how osu presents its finding aids to its own user community. as a result, the osu archives was creating multiple finding aids - an ead record for use within the nwda and a static html page for use at osu.in january 2005, osu valley library started work on a lite-weight ead repository with the following goals in mind: 1) that the solution be portable to other nwda institutions, 2) be built on top of current open source technologies (like mysql, php, etc.), 3) provided a method for federated searching of the repository and 4) that it be flexible enough to eventually include other metadata schemas. this lite-weight ead repository is the first product of this development, which uses php, mysql and saxon to produce an easily replicable database environment for querying and serving ead records on the web. likewise, by building sru functionality into the ead repository - this lite-weight solution can also expose it's own resources to the outside world through a standard query and retrieval language.this poster session will discuss the method used to generate a lite-weight search and discovery solution and demonstrate the resulting finished product. this poster session will also discuss the implications of this type of repository solution - particularly the ability for institutions to quickly move ead elements into a searchable, web-based environment as well as the ability for institutions to include their ead repositories in a federated search infrastructure using a standard search and retrieval language.",acm/ieee joint conference on digital libraries,2005
3,Robotics & Control Systems,predictive current control of voltage-source inverters,a new predictive current controller for a voltage-source inverter is presented in this paper. practical aspects of realizing the new controller in a system with a digital signal processor (dsp) are considered. delays introduced by measurements are considered and an improved algorithm with one-period prediction of current is presented. the controller was realized in an experimental system with dsp and field-programmable gate array circuits. results of the simulations and experiments are presented.,IEEE Transactions on Industrial Electronics,2004
0,Networking & Wireless Communication,low power ieee 802.15.4 ocean sensor mesh network for dynamic signal propagation characterisation in a wave tank,"commercialisation of the internet of things has generated a large area of research into a variety of new applications of sensor networks. while research has been conducted into the application of wireless sensor networks for ocean monitoring. substantial challenges exists for the reliable performance of low cost, low power wireless sensor networks operating in gigahertz frequency spectrum on the sea surface. reduction in line of sight communication from passing ocean waves presents a unique challenge for high performance networks while sustaining low power usage. this paper reports on the effects of obstructed line of sight communication with identification of sensor wave height and the effects had on network performance. through the deployment of a ieee 802.15.4 specification sensor network in a mechanically simulated wave tank this paper aims to identify changes in network performance based on relative sensor height above the water's surface for improved low power performance in a low cost ocean sensor network.",,2016
7,Software Engineering & Web Systems,supporting qos assessment and monitoring in virtual organisations,"the ability to create virtual organisations (vos) on demand in a dynamic, open and competitive environment is one of the challenges that underlie grid computing and web services research. it is widely recognised that to form and manage a vo effectively, the ability to gauge quality of service (qos) is important. existing methods for managing qos in soc environments tend to adopt a provider-centric perspective, aiming largely at optimising and guaranteeing qos for service delivery. in this paper we consider qos management of vos from a service user's perspective, proposing techniques for supporting service users in assessment and monitoring of qos during vo formation and operation.",,2005
7,Software Engineering & Web Systems,a hot query bank approach to improve detection performance against sql injection attacks,"sql injection attacks (sqlias) exploit web sites by altering backend sql statements through manipulating application input. with the growing popularity of web applications, such attacks have become a serious security threat to users and systems as well. existing dynamic sqlia detectors provide high detection accuracy yet may have ignored another focus: efficiency. our research has found that inside most systems exist many hot queries that current sqlia detectors have repeatedly verified. such repetition causes unnecessary waste of system resources. the research has completed hot query bank (hqb), a pilot design that can cooperate with the existing sqlia detectors in web applications and enhance overall system performance. hqb simply records hot queries and skip the detector's verification process on their next appearances. algorithms for the design have been proposed. a series of simulated experiments has been conducted to observe the performance improved from the design with three respective detectors, sqlguard, sqlrand, and phpcheck. the results have illustrated that utilization of hqb can indeed improve system performance by 45% of execution time, regardless of different detectors being tested. with such improvement and robustness, the result promises to provide an add-on feature for sqlia detectors in protecting web applications more efficiently. future works include further validation of the design in a real web application environment, development of a standard interface to collaborate with web applications and detectors, etc.",Computers & Security,2012
9,Fuzzy Systems & Decision Making,a fuzzy kohonen som implementation and clustering of bio-active compound structures for drug discovery,"hierarchical methods like ward's and group average (gave) and nonhierarchical methods like jarvis patrick's and k-means are preferred methods to cluster a diverse set of compounds for a number of drug targets (using fingerprints based descriptors). in this work the applications of fuzzy kohonen neural network and other self-organizing map (som) algorithms to the clustering of chemical datasets are investigated. the self-organizing maps networks usually possess a number of parameters such as the learning rate and neighborhood size, which are heuristically selected; whilst in the fuzzy self-organizing map, an optimization technique which automatically selects the best parameters using the fuzzy membership functions has been used. the results of the fuzzy som neural network are evaluated in comparison with other som neural networks (namely kohonen, neural gas and enhanced neural gas), wards and group average methods for the clustering of different biologically active chemical structures using topological descriptors. the results show that the performance of fuzzy som method not only outperforms other som networks with the best heuristics, but also give better results than the wards and group average methods.",computational intelligence in bioinformatics and computational biology,2006
3,Robotics & Control Systems,supervisory control using variable lookahead policies,"this paper deals with the efficient on-line calculation of supervisory controls for discrete event systems (des's) in the framework of limited lookahead control policies (or llps) that we introduced in previous papers. in the llp scheme, the control action after a given trace of events has been executed is calculated on-line on the basis of an n-step ahead projection of the behavior of the des. in this paper, we adopt a forward calculation procedure over the n-level tree of interest for the determination of the control action at each step. this forward procedure improves upon previous work by avoiding the explicit consideration of all the nodes of the n-level tree. the forward search ends whenever a control decision can be made unambiguously or whenever the boundary of the n-level tree is reached, whichever comes first. this motivate the name ""variable policy"" (or vlp) for this efficient implementation of the llp supervisory control scheme. this paper presents a general vlp algorithm and studies the properties of several special cases of it. the paper also presents computational results regarding the application of the vlp algorithms to a time-varying des.",american control conference,1993
1,Data Mining & Databases,linguistic local change comparison of time series,"in this paper a methodology is proposed for providing a linguistic summary of the comparison of time series. this series are obtained as a result of queries which the user defines over a data cube with time dimension. our objective is that the final summary describe the similarity between series by using local changes. definitions of the degree and sign of local changes are proposed. the understandability of the linguistic summary is achieved by means of linguistically quantified sentences. so are the coverage and brevity by using a hierarchical partition of time dimension inherited from the data warehouse. our linguistic summaries are well suited to be included in an interface layer of a data warehouse system, improving the quality of human-machine interaction and the understandability of the results.",ieee international conference on fuzzy systems,2011
0,Networking & Wireless Communication,analysis and improvement of tcp performance in opportunistic networks,"opportunistic networks have attracted attention due to their inherent characteristics, such as long latency, low data rate, and intermittent connectivity. extensive research has been conducted on opportunistic networks, including the architecture, and routing. however, few in the literature report the performance of tcp in opportunistic networks, especially in the case of epidemic routing. in this paper, we first evaluate the performance of tcp in opportunistic networks with epidemic routing. our results show that the epidemic routing in opportunistic networks degrades the performance of tcp because multicopy data packets cause duplicate acks, and in turn reduce the transmission rate of tcp. then an enhanced algorithm for tcp, named a-tcp/reno is proposed to solve the above problem. a-tcp/reno avoids the duplicate ack problem caused by epidemic routing. the simulation results show that a-tcp/reno outperforms the tcp/reno in opportunistic networks with epidemic routing protocol.",Wireless Networks,2012
2,Machine Learning & Modeling,sparse topological data recovery in medical images,"for medical image analysis, the test statistic of the measurements is usually constructed at every voxels in space and thresholded to determine the regions of significant signals. this thresholding produces a small patch of regions around the critical values of the test statistic. it is known that the probability of the critical values bigger than a specific threshold can be computed as the expectation of the euler characteristic of the patch. motivated by this topological connection, we present a new computational framework of modeling various functional measurements as topological objects. the level set associated with functional measurements can be approximated using a simplicial complex consisting of nodes and links. the existence of links basically determine the underlying topological structure of the signal. the strength of links can be modeled using an underdetermined linear model. by incorporating sparsity into the model, the links can be sparsely obtained making interpretation and visualization of the simplicial complex easier. the main contribution of this paper is showing the relationship between sparse topological structures to the sparse regression framework. we apply this novel framework in constructing a structural brain network model.",international symposium on biomedical imaging,2011
2,Machine Learning & Modeling,a max-min approach for hiding frequent itemsets,in this paper we are proposing a new algorithmic approach for sanitizing raw data from sensitive knowledge in the context of mining of association rules. the new approach (a) relies on the maxmin criterion which is a method in decision theory for maximizing the minimum gain and (b) builds upon the border theory of frequent itemsets.,international conference on data mining,2006
2,Machine Learning & Modeling,domain adaptation from multiple sources via auxiliary classifiers,"we propose a multiple source domain adaptation method, referred to as domain adaptation machine (dam), to learn a robust decision function (referred to as  target classifier ) for label prediction of patterns from the target domain by leveraging a set of pre-computed classifiers (referred to as  auxiliary/source classifiers ) independently learned with the labeled patterns from multiple source domains. we introduce a new data-dependent regularizer based on  smoothness assumption  into least-squares svm (ls-svm), which enforces that the target classifier shares similar decision values with the auxiliary classifiers from relevant source domains on the unlabeled patterns of the target domain. in addition, we employ a sparsity regularizer to learn a sparse target classifier. comprehensive experiments on the challenging trecvid 2005 corpus demonstrate that dam outperforms the existing multiple source domain adaptation methods for video concept detection in terms of effectiveness and efficiency.",international conference on machine learning,2009
1,Data Mining & Databases,low bias local intrinsic dimension estimation from expected simplex skewness,"in exploratory high-dimensional data analysis, local intrinsic dimension estimation can sometimes be used in order to discriminate between data sets sampled from different low-dimensional structures. global intrinsic dimension estimators can in many cases be adapted to local estimation, but this leads to problems with high negative bias or high variance. we introduce a method that exploits the curse/blessing of dimensionality and produces local intrinsic dimension estimators that have very low bias, even in cases where the intrinsic dimension is higher than the number of data points, in combination with relatively low variance. we show that our estimators have a very good ability to classify local data sets by their dimension compared to other local intrinsic dimension estimators; furthermore we provide examples showing the usefulness of local intrinsic dimension estimation in general and our method in particular for stratification of real data sets.",IEEE Transactions on Pattern Analysis and Machine Intelligence,2015
3,Robotics & Control Systems,au ball on plate balancing robot,"the ball on plate system is the extension of traditional ball on beam balancing problem in control theory. in this paper the implementation of a proportional-integral-derivative controller (pid controller) to balance a ball on a plate has been demonstrated. to increase the system response time and accuracy multiple controllers are piped through a simple custom serial protocol to boost the processing power, and overall performance. a single hd camera module is used as a sensor to detect the ball's position and two rc servo motors are used to tilt the plate to balance the ball. the result shows that by implementing multiple pus (processing units) redundancy and high resolution can be achieved in real-time control systems.",robotics and biomimetics,2015
6,Signal Processing & Communications,relaxed threaded space-time codes,"it is well-known that diversity, despite being widely used as a design criterion, may not be enough to ensure good performance of a wireless system, because the diversity factor may ""kick in"" at unrealistically high values of snr. this paper proposes a new class of layered space-time codes with a new design criterion that works well in moderate snr's. specifically, we propose to relax some of the constraints of threaded algebraic space-time (tast) codes, leading to a class of codes with better error performance, which we call relaxed threaded space time (rtst) codes. we also propose a modified design criterion, the average union bound (aub), which ensures good performance at medium snr. for a 2 times 2 system operating at 6 b/s/hz, improvements of more than 1.5 db have been observed",global communications conference,2005
6,Signal Processing & Communications,distributed uplink power control for energy harvesting wireless networks,"in this paper, we study the power control problem for energy-harvesting wireless network (ehwn). in an ehwn, if there are some nodes whose energy- harvesting rate is less than its transmit power, power oscillation will be caused even when the system is feasible. in order to avoid the power oscillation, we take energy-harvesting node's energy status, i.e., energy-harvesting rate, transmit power and stored energy, into account and present a distributed power control algorithm. in our algorithm, some energy-harvesting nodes should be soft removed according to their inappropriate channel and energy status. theoretical analysis, which is verified by simulation results, shows that our algorithm can avoid power oscillation, converge to a unique fixed point and bring less outage in both feasible and infeasible systems.",vehicular technology conference,2015
7,Software Engineering & Web Systems,a comprehensive device collaboration model for integrating devices with web services under internet of things,"as the rapid development of internet of things, a large number of devices, instruments and sensors will connect and collaborate to achieve smart planet. one of the key challenges is to integrate devices into business process. soa is an ideal infrastructure for business process management as applications are invoked using standard interfaces and protocols. it's convenient to use device-oriented web services (dows) to encapsulate devices functions. a dows may conflict with other dows because devices can't be controlled by more than one client at the same time. this brings additional complexity to web service composition. in this paper, we propose a comprehensive device collaboration model to dows choreography. this model includes device layer, dows layer, compatible resource layer and process layer, where device layer represent devices, dows layer encapsulates devices functions, compatible resource layer abstracts compatible device operations as resource and avoid of conflict, process layer describes the collaboration process. analysis shows that, this model can integrate devices with web services, and can achieve the conflict detection of dows. this model is effective in the internet of things.",international conference on web services,2011
2,Machine Learning & Modeling,skip-thought vectors,"we describe an approach for unsupervised learning of a generic, distributed sentence encoder. using the continuity of text from books, we train an encoder-decoder model that tries to reconstruct the surrounding sentences of an encoded passage. sentences that share semantic and syntactic properties are thus mapped to similar vector representations. we next introduce a simple vocabulary expansion method to encode words that were not seen as part of training, allowing us to expand our vocabulary to a million words. after training our model, we extract and evaluate our vectors with linear models on 8 tasks: semantic relatedness, paraphrase detection, image-sentence ranking, question-type classification and 4 benchmark sentiment and subjectivity datasets. the end result is an off-the-shelf encoder that can produce highly generic sentence representations that are robust and perform well in practice.",neural information processing systems,2015
4,Computer Vision & Image Processing,shape restoration via a regularized curvature flow,"any image filtering operator designed for automatic shape restoration should satisfy robustness (whatever the nature and degree of noise is) as well as non-trivial smooth asymptotic behavior. moreover, a stopping criterion should be determined by characteristics of the evolved image rather than dependent on the number of iterations. among the several pde based techniques, curvature flows appear to be highly reliable for strongly noisy images compared to image diffusion processes.#r##n##r##n#in the present paper, we introduce a regularized curvature flow (rcf) that admits non-trivial steady states. it is based on a measure of the local curve smoothness that takes into account regularity of the curve curvature and serves as stopping term in the mean curvature flow. we prove that this measure decreases over the orbits of rcf, which endows the method with a natural stop criterion in terms of the magnitude of this measure. further, in its discrete version it produces steady states consisting of piece-wise regular curves. numerical experiments made on synthetic shapes corrupted with different kinds of noise show the abilities and limitations of each of the current geometric flows and the benefits of rcf. finally, we present results on real images that illustrate the usefulness of the present approach in practical applications.",Journal of Mathematical Imaging and Vision,2004
7,Software Engineering & Web Systems,accountability for service compliance: a survey,"in recent years, a range of innovations in the 'service' related technologies have been witnessed, namely saas, paas, and iaas. meanwhile, service oriented architecture soa enables composing different services seamlessly to form new service network. the combination of the two trends allow individual organizations to overcome their limitation of computing resources and obtain the maximum value of the functionality themselves can provide. one major issue with such massive composition is to verify the compliance of participating entities. composed services usually span several administrative domains, where each has its own priorities. given the fact that an admission to a violation may cause penalties, it is conceivable that an entity may intend to deceive. to tackle this issue, 'accountability' has emerged as a promising concept to achieve system trustworthiness. recently, accountability has received considerable attention in research communities, and many approaches have been proposed. in this survey, the authors discuss the concept and desirable properties of accountability, clarify the requirements and differences that distinguish accountability to other related approaches, and systematically summarize and evaluate various approaches of accountability.",International Journal of Systems and Service-oriented Engineering,2012
1,Data Mining & Databases,authenticated down-sampling for privacy-preserving energy usage data sharing,"thanks to the availability of fine-grained electricity usage data, electricity customers can benefit from a variety of services from utility companies as well as third party service providers, for energy efficiency, cost saving and incentives, social gaming, and so forth. however, at the same time, advancement of data analytics techniques may jeopardize customers' private, sensitive information. for instance, non-intrusive load monitoring (nilm) techniques could reveal customers' life cycle and style. in general, lowering granularity (sampling frequency) of electricity usage data readings can reduce the amount of information derived. in this direction, we propose a mechanism to allow electricity customers, in order to manage privacy risks, to flexibly down-sample their electricity usage data before sharing it with third-party service providers. on the other hand, our scheme does not invalidate a digital signature on the energy usage data (e.g., one made by utility companies) even after the down-sampling and thus retains verifiability of the data integrity. we then evaluate the overheads in terms of computation and communication and present possible integration into the green button information model with minor schema extension.",,2015
8,"Algorithms, Graph Theory & Optimization",graph abstraction for a modal logic,"we are studying a particular graph abstraction, based on the concept of retaining neighbourhood information up to a certain radius for each node. in this contribution, we present a modal logic on graphs that is preserved and reflected by this abstraction. this is one of the main results from the eatcs best theoretical paper at the international conference on graph transformation 2008.",Bulletin of The European Association for Theoretical Computer Science,2009
8,"Algorithms, Graph Theory & Optimization",optimal capacity expansion with inventory,"in a given region over a finite time horizon, a known nondecreasing demand for a single commodity has to be satisfied by production in that period and/or by inventory from the previous period. there is no initial production capacity or inventory, but the capacity and production may be increased at the beginning of each discrete time period. we assume that the capacity and production are nondecreasing over the time periods. the total time discounted costs to be minimized include the capacity expansion, production, inventory carrying, and idle capacity costs, which are assumed to be concave. the problem is to determine an optimal capacity expansion and production schedule, together with the associated inventory carrying and idle capacity schedules. based on some interesting properties of an optimal solution, we devise an efficient dynamic programming algorithm to solve this problem.",Operations Research,1976
0,Networking & Wireless Communication,an experimental analysis of packet train probe for a stable rtt measurement,"one of the metrics used to ensure an efficient management of network services is the packet delay. however, packet delay is highly variable due to queuing mechanism in many network devices, including the host systems. in this paper, the protocol stack packet delay on linux system is presented. also, a new rtt probe model based on packet train is proposed in order to achieve a stable rtt measurement without making any modification, optimization and tuning to the current linux kernel. experiment results show that using packet train the minimum peak rtt could be determined from the “tail” packets and that its variation is within few microseconds.",IEICE Electronics Express,2007
6,Signal Processing & Communications,performance of chip coding in ffh ssma systems,"this paper proposes chip coding using convolutional codes for fast frequency-hopping spread-spectrum multiple-access (ffh-ssma) systems. its performance is evaluated and compared with that of repetition coding which is most commonly used in ffh systems. in our proposal, an information symbol is encoded by a convolutional code of rate 1/n and n chips are transmitted through a frequency hopper. we consider three models when perfect side information (psi) is available, no side information (nsi) is available, and the ratio threshold test (rtt) is used. the probability density functions (pdfs) of the received signal are derived for asynchronous hopping systems. the performances of convolutional coding with threshold decoding and viterbi decoding are presented under the constraint of fixed total bandwidth and information bit rate. in comparison with repetition codes, it is found that convolutional codes drastically enhance the system performance. it is identified that viterbi decoding with rtt offers the most significant performance improvement.",IEEE Journal on Selected Areas in Communications,1996
2,Machine Learning & Modeling,a negative-norm least squares method for reissner-mindlin plates,"in this paper a least squares method, using the minus one norm developed by bramble, lazarov, and pasciak, is introduced to approximate the solution of the reissner-mindlin plate problem with small parameter t, the thickness of the plate. the reformulation of brezzi and fortin is employed to prevent locking. taking advantage of the least squares approach, we use only continuous finite elements for all the unknowns. in particular, we may use continuous linear finite elements. the difficulty of satisfying the inf-sup condition is overcome by the introduction of a stabilization term into the least squares bilinear form, which is very cheap computationally. it is proved that the error of the discrete solution is optimal with respect to regularity and uniform with respect to the parameter t. apart from the simplicity of the elements, the stability theorem gives a natural block diagonal preconditioner of the resulting least squares system. for each diagonal block, one only needs a preconditioner for a second order elliptic problem.",Mathematics of Computation,1998
7,Software Engineering & Web Systems,environmental scanning as information seeking and organizational learning,"environmental scanning is the acquisition and use of information about events, trends, and relationships in an organization's external environment, the knowledge of which would assist management in planning the organization's future course of action. depending on the organization's beliefs about environmental analyzability and the extent that it intrudes into the environment to understand it, four modes of scanning may be differentiated: undirected viewing, conditioned viewing, enacting, and searching. we analyze each mode of scanning by examining its characteristic information needs, information seeking, and information use behaviours. in addition, we analyze organizational learning processes by considering the sense making, knowledge creating and decision making processes at work in each mode.",Information Research,2001
1,Data Mining & Databases,dynamic filtering of useless data in an adaptive multi-agent system : evaluation in the ambient domain,"amadeus is an adaptive multi-agent system whose goal is to observe and to learn users’ behaviour in an ambient system in order to perform their recurrent actions on their behalf. considering the large number of devices (data sources) that generally compose ambient systems, performing an efficient learning in such a domain requires filtering useless data. this paper focuses on an extended version of amadeus taking account this requirement and proposes a solution based on cooperative interactions between the different agents composing amadeus. an evaluation of the performances of our system as well as the encouraging obtained results are then shown.",,2013
7,Software Engineering & Web Systems,is scrum useful to mitigate project's risks in real business contexts?,"this work aims to determine the impact of the agile methodologies usage in software development, in particular, the usefulness and impact of the adoption of scrum in a real business scenario. the aim is thus whether the adop- tion and implementation of this methodology, has contributed, and to what extent, for the mitigation of the risk management of software project and for the quality of the software. in order to be possible this study was carried out an investigation, which was distributed internationally, via discussion groups of professionals, followers and supporters of this methodology. some of the issues explored were: the impact on elicitation of requirements; communication between team's members and the result of the development - the product. the aim is to also check if the function, role or the culture of the element is an influential factor in your opinion and attitude towards this methodology.",international conference on computational science and its applications,2016
8,"Algorithms, Graph Theory & Optimization",an ant colony optimization for single-machine tardiness scheduling with sequence-dependent setups,"in many real-world production systems, it requires an explicit consideration of sequence-dependent setup times when scheduling jobs. as for the scheduling criterion, the weighted tardiness is always regarded as one of the most important criteria in practical systems. while the importance of the weighted tardiness problem with sequence-dependent setup times has been recognized, the problem has received little attention in the scheduling literature. in this paper, we present an ant colony optimization (aco) algorithm for such a problem in a single-machine environment. the proposed aco algorithm has several features, including introducing a new parameter for the initial pheromone trail and adjusting the timing of applying local search, among others. the proposed algorithm is experimented on the benchmark problem instances and shows its advantage over existing algorithms. as a further investigation, the algorithm is applied to the unweighted version of the problem. experimental results show that it is very competitive with the existing best-performing algorithms.",Computers & Operations Research,2007
2,Machine Learning & Modeling,wairs: improving classification accuracy by weighting attributes in the airs classifier,"airs (artificial immune recognition system) has shown itself to be a competitive classifier. it has also proved to be the most popular immune inspired classifier. however, rather than airs being a classifier in its own right as previously described, we see airs more as a pre-processor to a knn classifier. it is our view that by not explicitly classing it as such development of this algorithm has been rather held back. seeing it as a pre-processor allows inspiration to be taken from the machine learning literature where such pre-processors are not uncommon. with this in mind, this paper takes a core feature of many such pre-processors, that of attribute weighting, and applies it to airs. the resultant algorithm called wairs (weighted airs) uses a weighted distance function during all affinity evaluations. wairs is tested on 9 benchmark datasets and is found to outperform airs in the majority of cases.",congress on evolutionary computation,2007
8,"Algorithms, Graph Theory & Optimization",graphs whose edge set can be partitioned into maximum matchings,this paper provides structural characterization of simple graphs whose edge set can be partitioned into maximum matchings. we use vizing's classification of simple graphs based on edge chromatic index.,arXiv: Combinatorics,2013
8,"Algorithms, Graph Theory & Optimization",multichannel affine and fast affine projection algorithms for active noise control and acoustic equalization systems,"in the field of adaptive signal processing, it is well known that affine projection algorithms or their low-computational implementations fast affine projection algorithms can produce a good tradeoff between convergence speed and computational complexity. although these algorithms typically do not provide the same convergence speed as recursive-least-squares algorithms, they can provide a much improved convergence speed compared to stochastic gradient descent algorithms, without the high increase of the computational load or the instability often found in recursive-least-squares algorithms. in this paper, multichannel affine and fast affine projection algorithms are introduced for active noise control or acoustic equalization. multichannel fast affine projection algorithms have been previously published for acoustic echo cancellation, but the problem of active noise control or acoustic equalization is a very different one, leading to different structures, as explained in the paper. the computational complexity of the new algorithms is evaluated, and it is shown through simulations that not only can the new algorithms provide the expected tradeoff between convergence performance and computational complexity, they can also provide the best convergence performance (even over recursive-least-squares algorithms) when nonideal noisy acoustic plant models are used in the adaptive systems.",IEEE Transactions on Speech and Audio Processing,2003
7,Software Engineering & Web Systems,the buap participation at the web service discovery track of inex 2010,"a first approach for web services discovering based on techniques from information retrieval (ir), natural language processing (nlp) and xml retrieval was developed in order to use texts contained in wsdl files. it calculates the degree of similarity between words and their relative importance to support the task of web services discovering. the first algorithm uses the information contained in the wsdl (web service description language) specifications and clusters web services based on their similarity. a second approach based on a information retrieval system that index terms by using an inverted index structure was also used. both algorithms are applied in order to evaluate 25 topics in a set of 1947 real web services (all of them provided by inex).",,2010
